"discipline_title","host_city","year","Medal","participant_type","athlete_url","athlete","team","team_short","host_country","host_full",""
"Cycling Track","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/rene-wolff","Rene WOLFF","Germany","GER","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/chris-hoy","Chris HOY","Great Britain","GBR","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/arnaud-tournant","Arnaud TOURNANT","France","FRA","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/stefan-nimke","Stefan NIMKE","Germany","GER","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/lori-ann-muenzer","Lori-Ann MUENZER","Canada","CAN","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","SILVER","Athlete","","Tamila Abasova","Russian Federation","RUS","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/anna-meares","Anna MEARES","Australia","AUS","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/mikhail-ignatyev","Mikhail IGNATYEV","Russian Federation","RUS","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/joan-llaneras","Joan LLANERAS","Spain","ESP","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/guido-fulst","Guido FULST","Germany","GER","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/anna-meares","Anna MEARES","Australia","AUS","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/yonghua-jiang","Yonghua JIANG","People's Republic of China","CHN","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","BRONZE","Athlete","","Nataliya Tsilinskaya","Belarus","BLR","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","GOLD","GameTeam","","","Australia","AUS","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","GOLD","GameTeam","","","Australia","AUS","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","SILVER","GameTeam","","","Switzerland","SUI","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","SILVER","GameTeam","","","Switzerland","SUI","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","BRONZE","GameTeam","","","Great Britain","GBR","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","BRONZE","GameTeam","","","Great Britain","GBR","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","GOLD","GameTeam","","","Germany","GER","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","SILVER","GameTeam","","","Japan","JPN","Greece","Athens 2004","Summer"
"Cycling Track","athens","2004","BRONZE","GameTeam","","","France","FRA","Greece","Athens 2004","Summer"
"Equestrian Dressage","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/annica-van-grunsven","Annica VAN GRUNSVEN","Netherlands","NED","Greece","Athens 2004","Summer"
"Equestrian Dressage","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/ulla-salzgeber","Ulla SALZGEBER","Germany","GER","Greece","Athens 2004","Summer"
"Equestrian Dressage","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/beatriz-ferrer","Beatriz FERRER","Spain","ESP","Greece","Athens 2004","Summer"
"Equestrian Dressage","athens","2004","GOLD","GameTeam","","","Germany","GER","Greece","Athens 2004","Summer"
"Equestrian Dressage","athens","2004","SILVER","GameTeam","","","Spain","ESP","Greece","Athens 2004","Summer"
"Equestrian Dressage","athens","2004","BRONZE","GameTeam","","","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/michael-phelps-ii","Michael PHELPS","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/takashi-yamamoto","Takashi YAMAMOTO","Japan","JPN","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/steve-parry","Steve PARRY","Great Britain","GBR","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/michael-phelps-ii","Michael PHELPS","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/ian-crocker","Ian CROCKER","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/andriy-serdinov","Andriy SERDINOV","Ukraine","UKR","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/grant-hackett","Grant HACKETT","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/larsen-jensen","Larsen JENSEN","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/david-davies-1","David DAVIES","Great Britain","GBR","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","","Gary Hall, Jr.","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/duje-draganja","Duje DRAGANJA","Croatia","CRO","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/roland-schoeman","Roland SCHOEMAN","South Africa","RSA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","GameTeam","","","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","GameTeam","","","Germany","GER","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","GameTeam","","","Japan","JPN","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/otylia-jedrzejczak","Otylia JEDRZEJCZAK","Poland","POL","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/petria-thomas","Petria THOMAS","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/yuko-nakanishi","Yuko NAKANISHI","Japan","JPN","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/ai-shibata","Ai SHIBATA","Japan","JPN","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/laure-manaudou","Laure MANAUDOU","France","FRA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/diana-munz","Diana MUNZ","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/kirsty-leigh-coventry","Kirsty Leigh COVENTRY","Zimbabwe","ZIM","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/stanislava-komarova","Stanislava KOMAROVA","Russian Federation","RUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/reiko-nakamura","Reiko NAKAMURA","Japan","JPN","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/antje-buschschulte","Antje BUSCHSCHULTE","Germany","GER","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/michael-phelps-ii","Michael PHELPS","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/erik-vendt","Erik VENDT","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/laszlo-cseh-1","Laszlo CSEH","Hungary","HUN","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/ian-thorpe","Ian THORPE","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/pieter-van-den-hoogenband","Pieter VAN DEN HOOGENBAND","Netherlands","NED","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/michael-phelps-ii","Michael PHELPS","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/ian-thorpe","Ian THORPE","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/grant-hackett","Grant HACKETT","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/klete-keller","Klete KELLER","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/aaron-peirsol","Aaron PEIRSOL","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/markus-rogan","Markus ROGAN","Austria","AUT","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/tomomi-morita","Tomomi MORITA","Japan","JPN","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","GameTeam","","","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","GameTeam","","","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","GameTeam","","","Germany","GER","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/yana-klochkova","Yana KLOCHKOVA","Ukraine","UKR","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/amanda-beard","Amanda BEARD","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/kirsty-leigh-coventry","Kirsty Leigh COVENTRY","Zimbabwe","ZIM","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","GameTeam","","","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","GameTeam","","","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","GameTeam","","","Netherlands","NED","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/jodie-henry","Jodie HENRY","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/inge-de-bruijn","Inge DE BRUIJN","Netherlands","NED","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/natalie-coughlin","Natalie COUGHLIN","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/laure-manaudou","Laure MANAUDOU","France","FRA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/otylia-jedrzejczak","Otylia JEDRZEJCZAK","Poland","POL","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/kaitlin-sandeno","Kaitlin SANDENO","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/michael-phelps-ii","Michael PHELPS","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/ryan-lochte","Ryan LOCHTE","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/george-bovell","George BOVELL","Trinidad and Tobago","TTO","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/amanda-beard","Amanda BEARD","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/leisel-jones","Leisel JONES","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/anne-poleska","Anne POLESKA","Germany","GER","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/kosuke-kitajima","Kosuke KITAJIMA","Japan","JPN","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/brendan-hansen","Brendan HANSEN","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/hugues-duboscq","Hugues DUBOSCQ","France","FRA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","GameTeam","","","South Africa","RSA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","GameTeam","","","Netherlands","NED","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","GameTeam","","","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","GameTeam","","","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","GameTeam","","","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","GameTeam","","","Italy","ITA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/aaron-peirsol","Aaron PEIRSOL","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/markus-rogan","Markus ROGAN","Austria","AUT","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/razvan-ionut-florea","Razvan Ionut FLOREA","Romania","ROU","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/pieter-van-den-hoogenband","Pieter VAN DEN HOOGENBAND","Netherlands","NED","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/roland-schoeman","Roland SCHOEMAN","South Africa","RSA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/ian-thorpe","Ian THORPE","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/inge-de-bruijn","Inge DE BRUIJN","Netherlands","NED","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/malia-metella","Malia METELLA","France","FRA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/libby-trickett","Libby TRICKETT","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/kosuke-kitajima","Kosuke KITAJIMA","Japan","JPN","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/daniel-gyurta","Daniel GYURTA","Hungary","HUN","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/brendan-hansen","Brendan HANSEN","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/yana-klochkova","Yana KLOCHKOVA","Ukraine","UKR","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/kaitlin-sandeno","Kaitlin SANDENO","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/georgina-bardach","Georgina BARDACH","Argentina","ARG","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","GameTeam","","","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","GameTeam","","","People's Republic of China","CHN","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","GameTeam","","","Germany","GER","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/xuejuan-luo","Xuejuan LUO","People's Republic of China","CHN","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/brooke-hanson","Brooke HANSON","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/leisel-jones","Leisel JONES","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/petria-thomas","Petria THOMAS","Australia","AUS","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/otylia-jedrzejczak","Otylia JEDRZEJCZAK","Poland","POL","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/inge-de-bruijn","Inge DE BRUIJN","Netherlands","NED","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/natalie-coughlin","Natalie COUGHLIN","United States of America","USA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/kirsty-leigh-coventry","Kirsty Leigh COVENTRY","Zimbabwe","ZIM","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/laure-manaudou","Laure MANAUDOU","France","FRA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/camelia-alina-potec","Camelia Alina POTEC","Romania","ROU","Greece","Athens 2004","Summer"
"Swimming","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/federica-pellegrini","Federica PELLEGRINI","Italy","ITA","Greece","Athens 2004","Summer"
"Swimming","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/solenne-figues","Solenne FIGUES","France","FRA","Greece","Athens 2004","Summer"
"Volleyball","athens","2004","GOLD","GameTeam","","","Brazil","BRA","Greece","Athens 2004","Summer"
"Volleyball","athens","2004","SILVER","GameTeam","","","Italy","ITA","Greece","Athens 2004","Summer"
"Volleyball","athens","2004","BRONZE","GameTeam","","","Russian Federation","RUS","Greece","Athens 2004","Summer"
"Volleyball","athens","2004","GOLD","GameTeam","","","People's Republic of China","CHN","Greece","Athens 2004","Summer"
"Volleyball","athens","2004","SILVER","GameTeam","","","Russian Federation","RUS","Greece","Athens 2004","Summer"
"Volleyball","athens","2004","BRONZE","GameTeam","","","Cuba","CUB","Greece","Athens 2004","Summer"
"Football","athens","2004","GOLD","GameTeam","","","Argentina","ARG","Greece","Athens 2004","Summer"
"Football","athens","2004","SILVER","GameTeam","","","Paraguay","PAR","Greece","Athens 2004","Summer"
"Football","athens","2004","BRONZE","GameTeam","","","Italy","ITA","Greece","Athens 2004","Summer"
"Football","athens","2004","GOLD","GameTeam","","","United States of America","USA","Greece","Athens 2004","Summer"
"Football","athens","2004","SILVER","GameTeam","","","Brazil","BRA","Greece","Athens 2004","Summer"
"Football","athens","2004","BRONZE","GameTeam","","","Germany","GER","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/udomporn-polsak","Udomporn POLSAK","Thailand","THA","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/raema-lisa-rumbewas","Raema Lisa RUMBEWAS","Indonesia","INA","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/mabel-mosquera","Mabel MOSQUERA","Colombia","COL","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/hossein-reza-zadeh","Hossein REZA ZADEH","Islamic Republic of Iran","IRI","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/viktors-scerbatihs","Viktors SCERBATIHS","Latvia","LAT","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/velichko-cholakov","Velichko CHOLAKOV","Bulgaria","BUL","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/zhiyong-shi","Zhiyong SHI","People's Republic of China","CHN","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/maosheng-le","Maosheng LE","People's Republic of China","CHN","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/israel-jose-rubio","Israel Jose RUBIO","Venezuela","VEN","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/nurcan-taylan","Nurcan TAYLAN","Turkey","TUR","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/zhuo-li","Zhuo LI","People's Republic of China","CHN","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/aree-wiratthaworn","Aree WIRATTHAWORN","Thailand","THA","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/nataliya-skakun","Nataliya SKAKUN","Ukraine","UKR","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","","Anna Batyushko","Belarus","BLR","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","","Tatyana Stukalova","Belarus","BLR","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/chunhong-liu","Chunhong LIU","People's Republic of China","CHN","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/eszter-krutzler","Eszter KRUTZLER","Hungary","HUN","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/zarema-kasaeva","Zarema KASAEVA","Russian Federation","RUS","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/george-asanidze","George ASANIDZE","Georgia","GEO","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","","Andrey Rybakov","Belarus","BLR","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/pyrros-dimas","Pyrros DIMAS","Greece","GRE","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/taner-sagir","Taner SAGIR","Turkey","TUR","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/sergey-filimonov","Sergey FILIMONOV","Kazakhstan","KAZ","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","","Reyhan Arabacıoğlu","Turkey","TUR","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/milen-dobrev","Milen DOBREV","Bulgaria","BUL","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/khadzhimurat-akkaev","Khadzhimurat AKKAEV","Russian Federation","RUS","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/eduard-tyukin","Eduard TYUKIN","Russian Federation","RUS","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/yanqing-chen","Yanqing CHEN","People's Republic of China","CHN","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/song-hui-ri","Song Hui RI","Democratic People's Republic of Korea","PRK","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/wandee-kameaim","Wandee KAMEAIM","Thailand","THA","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/pawina-thongsuk","Pawina THONGSUK","Thailand","THA","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/natalya-zabolotnaya","Natalya ZABOLOTNAYA","Russian Federation","RUS","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/valentina-popova","Valentina POPOVA","Russian Federation","RUS","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/gonghong-tang","Gonghong TANG","People's Republic of China","CHN","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/mi-ran-jang-1","Mi-Ran JANG","Republic of Korea","KOR","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/agata-wrobel","Agata WROBEL","Poland","POL","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/dmitry-berestov","Dmitry BERESTOV","Russian Federation","RUS","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/igor-razoronov","Igor RAZORONOV","Ukraine","UKR","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/gleb-pisarevskiy","Gleb PISAREVSKIY","Russian Federation","RUS","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/guozheng-zhang","Guozheng ZHANG","People's Republic of China","CHN","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","","Bae-Yeong Lee","Republic of Korea","KOR","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/nikolay-pechalov","Nikolay PECHALOV","Croatia","CRO","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/halil-mutlu","Halil MUTLU","Turkey","TUR","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/meijin-wu","Meijin WU","People's Republic of China","CHN","Greece","Athens 2004","Summer"
"Weightlifting","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/sedat-artuc","Sedat ARTUC","Turkey","TUR","Greece","Athens 2004","Summer"
"Archery","athens","2004","GOLD","GameTeam","","","Republic of Korea","KOR","Greece","Athens 2004","Summer"
"Archery","athens","2004","SILVER","GameTeam","","","Chinese Taipei","TPE","Greece","Athens 2004","Summer"
"Archery","athens","2004","BRONZE","GameTeam","","","Ukraine","UKR","Greece","Athens 2004","Summer"
"Archery","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/marco-galiazzo","Marco GALIAZZO","Italy","ITA","Greece","Athens 2004","Summer"
"Archery","athens","2004","SILVER","Athlete","https://olympics.com/en/athletes/hiroshi-yamamoto","Hiroshi YAMAMOTO","Japan","JPN","Greece","Athens 2004","Summer"
"Archery","athens","2004","BRONZE","Athlete","https://olympics.com/en/athletes/tim-cuddihy","Tim CUDDIHY","Australia","AUS","Greece","Athens 2004","Summer"
"Archery","athens","2004","GOLD","Athlete","https://olympics.com/en/athletes/sung-hyun-park-1","Sung-Hyun PARK","Republic of Korea","KOR","Greece","Athens 2004","Summer"
