"discipline_title","host_city","year","Medal","participant_type","athlete_url","athlete","team","team_short","host_country","host_full",""
"Curling","beijing","2022","GOLD","GameTeam","","","Italy","ITA","China","Beijing 2022","Winter"
"Curling","beijing","2022","GOLD","GameTeam","","","Italy","ITA","China","Beijing 2022","Winter"
"Curling","beijing","2022","SILVER","GameTeam","","","Norway","NOR","China","Beijing 2022","Winter"
"Curling","beijing","2022","SILVER","GameTeam","","","Norway","NOR","China","Beijing 2022","Winter"
"Curling","beijing","2022","BRONZE","GameTeam","","","Sweden","SWE","China","Beijing 2022","Winter"
"Curling","beijing","2022","BRONZE","GameTeam","","","Sweden","SWE","China","Beijing 2022","Winter"
"Curling","beijing","2022","GOLD","GameTeam","","","Great Britain","GBR","China","Beijing 2022","Winter"
"Curling","beijing","2022","SILVER","GameTeam","","","Japan","JPN","China","Beijing 2022","Winter"
"Curling","beijing","2022","BRONZE","GameTeam","","","Sweden","SWE","China","Beijing 2022","Winter"
"Curling","beijing","2022","GOLD","GameTeam","","","Sweden","SWE","China","Beijing 2022","Winter"
"Curling","beijing","2022","SILVER","GameTeam","","","Great Britain","GBR","China","Beijing 2022","Winter"
"Curling","beijing","2022","BRONZE","GameTeam","","","Canada","CAN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/mikael-kingsbury","Mikael KINGSBURY","Canada","CAN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/wallberg","Walter WALLBERG","Sweden","SWE","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/ikuma-horishima","Ikuma HORISHIMA","Japan","JPN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/nico-porteous","Nico PORTEOUS","New Zealand","NZL","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/david-wise","David WISE","United States of America","USA","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/alex-ferreira","Alex FERREIRA","United States of America","USA","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/henrik-harlaut","Henrik HARLAUT","Sweden","SWE","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/birk-ruud","Birk RUUD","Norway","NOR","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/colby-stevenson","Colby STEVENSON","United States of America","USA","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/sergey-ridzik-1","Sergey RIDZIK","ROC","ROC","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/alex-fiva","Alex FIVA","Switzerland","SUI","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/ryan-regez","Ryan REGEZ","Switzerland","SUI","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/mathilde-gremaud","Mathilde GREMAUD","Switzerland","SUI","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/gu-ailing-eileen","Ailing Eileen GU","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/tess-ledeux","Tess LEDEUX","France","FRA","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/kauf","Jaelin KAUF","United States of America","USA","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/anthony","Jakara ANTHONY","Australia","AUS","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/anastasiia-smirnova","Anastasiia SMIRNOVA","ROC","ROC","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","GameTeam","","","United States of America","USA","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","GameTeam","","","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","GameTeam","","","Canada","CAN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/marielle-thompson","Marielle THOMPSON","Canada","CAN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/sandra-naeslund","Sandra NAESLUND","Sweden","SWE","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/daniela-maier","Daniela MAIER","Germany","GER","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/ilia-burov","Ilia BUROV","ROC","ROC","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/guangpu-qi","Guangpu QI","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/oleksandr-abramenko","Oleksandr ABRAMENKO","Ukraine","UKR","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/hanna-huskova","Hanna HUSKOVA","Belarus","BLR","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/mengtao-xu","Mengtao XU","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/megan-nick","Megan NICK","United States of America","USA","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/cassie-sharpe","Cassie SHARPE","Canada","CAN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/gu-ailing-eileen","Ailing Eileen GU","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/rachel-karker","Rachel KARKER","Canada","CAN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/gu-ailing-eileen","Ailing Eileen GU","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/mathilde-gremaud","Mathilde GREMAUD","Switzerland","SUI","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/kelly-sildaru","Kelly SILDARU","Estonia","EST","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/nicholas-goepper","Nicholas GOEPPER","United States of America","USA","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/jesper-tjader","Jesper TJADER","Sweden","SWE","China","Beijing 2022","Winter"
"Freestyle Skiing","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/alexander-hall-1","Alexander HALL","United States of America","USA","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/suzanne-schulting","Suzanne SCHULTING","Netherlands","NED","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/boutin","Kim BOUTIN","Canada","CAN","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/arianna-fontana","Arianna FONTANA","Italy","ITA","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/steven-dubois","Steven DUBOIS","Canada","CAN","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/shaoang-liu","Shaoang LIU","Hungary","HUN","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/konstantin-ivliev","Konstantin IVLIEV","ROC","ROC","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","GOLD","GameTeam","","","Canada","CAN","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","SILVER","GameTeam","","","Republic of Korea","KOR","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","BRONZE","GameTeam","","","Italy","ITA","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","GOLD","GameTeam","","","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","SILVER","GameTeam","","","Italy","ITA","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","BRONZE","GameTeam","","","Hungary","HUN","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/semen-elistratov","Semen ELISTRATOV","ROC","ROC","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/daeheon-hwang","Daeheon HWANG","Republic of Korea","KOR","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/steven-dubois","Steven DUBOIS","Canada","CAN","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/ren","Ziwei REN","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/wenlong-li","Wenlong LI","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/shaoang-liu","Shaoang LIU","Hungary","HUN","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","GOLD","GameTeam","","","Netherlands","NED","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","SILVER","GameTeam","","","Republic of Korea","KOR","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","BRONZE","GameTeam","","","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/suzanne-schulting","Suzanne SCHULTING","Netherlands","NED","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/choi-minjeong","Minjeong CHOI","Republic of Korea","KOR","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/hanne-desmet","Hanne DESMET","Belgium","BEL","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/choi-minjeong","Minjeong CHOI","Republic of Korea","KOR","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/suzanne-schulting","Suzanne SCHULTING","Netherlands","NED","China","Beijing 2022","Winter"
"Short Track Speed Skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/arianna-fontana","Arianna FONTANA","Italy","ITA","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/queralt-castellet","Queralt CASTELLET","Spain","ESP","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/tomita","Sena TOMITA","Japan","JPN","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/chloe-kim","Chloe KIM","United States of America","USA","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","GOLD","GameTeam","","","United States of America","USA","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","GOLD","GameTeam","","","United States of America","USA","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","SILVER","GameTeam","","","Italy","ITA","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","SILVER","GameTeam","","","Italy","ITA","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","BRONZE","GameTeam","","","Canada","CAN","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","BRONZE","GameTeam","","","Canada","CAN","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/meryeta-odine","Meryeta ODINE","Canada","CAN","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/chloe-trespeuch","Chloe TRESPEUCH","France","FRA","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/lindsey-jacobellis","Lindsey JACOBELLIS","United States of America","USA","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/tim-mastnak","Tim MASTNAK","Slovenia","SLO","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/benjamin-karl","Benjamin KARL","Austria","AUT","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/vic-wild","Vic WILD","ROC","ROC","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/murase-kokomo","Kokomo MURASE","Japan","JPN","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/zoi-sadowski-synnott","Zoi SADOWSKI SYNNOTT","New Zealand","NZL","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/anna-gasser","Anna GASSER","Austria","AUT","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/omar-visintin","Omar VISINTIN","Italy","ITA","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/eliot-grondin","Eliot GRONDIN","Canada","CAN","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/alessandro-haemmerle","Alessandro HAEMMERLE","Austria","AUT","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/parrot","Max PARROT","Canada","CAN","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/yiming-su","Yiming SU","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/mark-mcmorris","Mark MCMORRIS","Canada","CAN","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/jan-scherrer","Jan SCHERRER","Switzerland","SUI","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/ayumu-hirano","Ayumu HIRANO","Japan","JPN","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/scotty-james","Scotty JAMES","Australia","AUS","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/tess-coady","Tess COADY","Australia","AUS","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/julia-marino","Julia MARINO","United States of America","USA","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/zoi-sadowski-synnott","Zoi SADOWSKI SYNNOTT","New Zealand","NZL","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/daniela-ulbing","Daniela ULBING","Austria","AUT","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/ester-ledecka","Ester LEDECKA","Czech Republic","CZE","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/gloria-kotnik","Gloria KOTNIK","Slovenia","SLO","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/roisland","Mons ROISLAND","Norway","NOR","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/yiming-su","Yiming SU","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Snowboard","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/parrot","Max PARROT","Canada","CAN","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","GOLD","GameTeam","","","Austria","AUT","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","SILVER","GameTeam","","","Slovenia","SLO","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","BRONZE","GameTeam","","","Germany","GER","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/marius-lindvik","Marius LINDVIK","Norway","NOR","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/kobayashi","Ryoyu KOBAYASHI","Japan","JPN","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/geiger","Karl GEIGER","Germany","GER","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","GOLD","GameTeam","","","Slovenia","SLO","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","SILVER","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","BRONZE","GameTeam","","","Canada","CAN","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/katharina-althaus","Katharina ALTHAUS","Germany","GER","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/ursa-bogataj","Ursa BOGATAJ","Slovenia","SLO","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/kriznar","Nika KRIZNAR","Slovenia","SLO","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/dawid-kubacki","Dawid KUBACKI","Poland","POL","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/manuel-fettner","Manuel FETTNER","Austria","AUT","China","Beijing 2022","Winter"
"Ski Jumping","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/kobayashi","Ryoyu KOBAYASHI","Japan","JPN","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","GOLD","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","GOLD","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","SILVER","GameTeam","","","United States of America","USA","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","BRONZE","GameTeam","","","Japan","JPN","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","GOLD","GameTeam","","","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","GOLD","GameTeam","","","People's Republic of China","CHN","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","SILVER","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","SILVER","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","BRONZE","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","BRONZE","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","GOLD","GameTeam","","","France","FRA","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","GOLD","GameTeam","","","France","FRA","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","SILVER","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","SILVER","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","BRONZE","GameTeam","","","United States of America","USA","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","BRONZE","GameTeam","","","United States of America","USA","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/anna-shcherbakova","Anna SHCHERBAKOVA","ROC","ROC","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/alexandra-trusova","Alexandra Trusova","ROC","ROC","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/kaori-sakamoto","Kaori SAKAMOTO","Japan","JPN","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/shoma-uno","Shoma UNO","Japan","JPN","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/chen","Nathan CHEN","United States of America","USA","China","Beijing 2022","Winter"
"Figure skating","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/yuma-kagiyama","Yuma KAGIYAMA","Japan","JPN","China","Beijing 2022","Winter"
"Luge","beijing","2022","GOLD","GameTeam","","","Germany","GER","China","Beijing 2022","Winter"
"Luge","beijing","2022","SILVER","GameTeam","","","Austria","AUT","China","Beijing 2022","Winter"
"Luge","beijing","2022","BRONZE","GameTeam","","","Latvia","LAT","China","Beijing 2022","Winter"
"Luge","beijing","2022","GOLD","GameTeam","","","Germany","GER","China","Beijing 2022","Winter"
"Luge","beijing","2022","GOLD","GameTeam","","","Germany","GER","China","Beijing 2022","Winter"
"Luge","beijing","2022","SILVER","GameTeam","","","Germany","GER","China","Beijing 2022","Winter"
"Luge","beijing","2022","SILVER","GameTeam","","","Germany","GER","China","Beijing 2022","Winter"
"Luge","beijing","2022","BRONZE","GameTeam","","","Austria","AUT","China","Beijing 2022","Winter"
"Luge","beijing","2022","BRONZE","GameTeam","","","Austria","AUT","China","Beijing 2022","Winter"
"Luge","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/wolfgang-kindl","Wolfgang KINDL","Austria","AUT","China","Beijing 2022","Winter"
"Luge","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/johannes-ludwig","Johannes LUDWIG","Germany","GER","China","Beijing 2022","Winter"
"Luge","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/dominik-fischnaller","Dominik FISCHNALLER","Italy","ITA","China","Beijing 2022","Winter"
"Luge","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/anna-berreiter","Anna BERREITER","Germany","GER","China","Beijing 2022","Winter"
"Luge","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/tatyana-ivanova","Tatyana IVANOVA","ROC","ROC","China","Beijing 2022","Winter"
"Luge","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/natalie-geisenberger","Natalie GEISENBERGER","Germany","GER","China","Beijing 2022","Winter"
"Ice Hockey","beijing","2022","GOLD","GameTeam","","","Finland","FIN","China","Beijing 2022","Winter"
"Ice Hockey","beijing","2022","SILVER","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Ice Hockey","beijing","2022","BRONZE","GameTeam","","","Slovakia","SVK","China","Beijing 2022","Winter"
"Ice Hockey","beijing","2022","GOLD","GameTeam","","","Canada","CAN","China","Beijing 2022","Winter"
"Ice Hockey","beijing","2022","SILVER","GameTeam","","","United States of America","USA","China","Beijing 2022","Winter"
"Ice Hockey","beijing","2022","BRONZE","GameTeam","","","Finland","FIN","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/quentin-fillon-maillet","Quentin FILLON MAILLET","France","FRA","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/tarjei-boe","Tarjei BOE","Norway","NOR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/eduard-latypov","Eduard LATYPOV","ROC","ROC","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","GOLD","GameTeam","","","Norway","NOR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","SILVER","GameTeam","","","France","FRA","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","BRONZE","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/tiril-eckhoff","Tiril ECKHOFF","Norway","NOR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/braisaz","Justine BRAISAZ","France","FRA","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/marte-olsbu-roeiseland","Marte Olsbu ROEISELAND","Norway","NOR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/elvira-oeberg","Elvira OEBERG","Sweden","SWE","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/tiril-eckhoff","Tiril ECKHOFF","Norway","NOR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/marte-olsbu-roeiseland","Marte Olsbu ROEISELAND","Norway","NOR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/quentin-fillon-maillet","Quentin FILLON MAILLET","France","FRA","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/johannes-thingnes-boe","Johannes Thingnes BOE","Norway","NOR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/tarjei-boe","Tarjei BOE","Norway","NOR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/elvira-oeberg","Elvira OEBERG","Sweden","SWE","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","GOLD","Athlete","https://olympics.com/en/athletes/marte-olsbu-roeiseland","Marte Olsbu ROEISELAND","Norway","NOR","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/dorothea-wierer","Dorothea WIERER","Italy","ITA","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","GOLD","GameTeam","","","Sweden","SWE","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","SILVER","GameTeam","","","ROC","ROC","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","BRONZE","GameTeam","","","Germany","GER","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","SILVER","Athlete","https://olympics.com/en/athletes/martin-ponsiluoma","Martin PONSILUOMA","Sweden","SWE","China","Beijing 2022","Winter"
"Biathlon","beijing","2022","BRONZE","Athlete","https://olympics.com/en/athletes/vetle-sjaastad-christiansen","Vetle Sjaastad CHRISTIANSEN","Norway","NOR","China","Beijing 2022","Winter"
